V2,V3,V4,V5,V7,V8,V9,V10,Q1,Q44,Q45_1,Q45_2,Q45_3,Q45_4,Q45_1,Q45_2,Q45_3,Q45_4,Q2,age,gender,self-disc,disc time_1,disc time_2,disc time_3,disc time_4,Q10,learn,learn_time_1,learn_time_2,learn_time_3,learn_time_4,Q13,perform,perf_time_1,perf_time_2,perf_time_3,perf_time_4,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q19,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q37,Q38,Q39_1,Q39_2,Q39_3,Q39_4,Q40,Q41,Q42_1,Q42_2,Q42_3,Q42_4,att check,note,note_time_1,note_time_2,note_time_3,note_time_4,Q24,PT_1,PT_2,PT_3,PT_4,PT_5,emp,DG,DG_time_1,DG_time_2,DG_time_3,DG_time_4,LP scale 1_1,LP scale 1_2,LP scale 1_3,LP scale 1_4,LP scale 1_5,LP scale 1_6,LP scale 1_7,LP scale 1_8,LP scale 1_9,Q31_1,Q31_2,Q31_3,Q31_4,LP scale 2_1,LP scale 2_2,LP scale 2_3,LP scale 2_4,LP scale 2_5,LP scale 2_6,LP scale 2_7,LP scale 2_8,Q34_1,Q34_2,Q34_3,Q34_4,Q50,Q46
Default Response Set,Anonymous,,,0,5/23/13 19:04,5/23/13 19:14,1,1,1,,,,,,,,,1,23,2,"I recently graduated college. Currently, I do freelance work and creative writing. The most interesting thing to happen in my life recently was my graduation. I had a really good time, and I felt proud of myself. I enjoyed the parties afterward. I did feel some sadness as I realized this was probably the last time I would see my friends and party with them, but I feel ready to move into the next stage of my life.",3.875,37.303,116.187,2,,,,,,,1,"The last time I met someone new in a social situation was at a bar where I went with my friends. I met a really cute guy. I wanted him to judge me in a positive light, and think I was pretty and fun to be around. We ended up getting along well, and went on a few dates.",2.558,2.558,79.85,1,1,1,0,0,16.604,0,,,,,,,,,,,,,,,,,,,The woman broke up with her boyfriend because he wanted to date other people.,"I think your friends are right, but I think they need to understand that it takes time to move on. It's okay to be hurt, and it's okay to grieve the loss of the relationship. You suffered a loss no different than any other. You will go through the stages, and one day you'll accept the loss, and feel ready to move on, but that takes time.",3.107,3.107,143.317,1,1,1,7,1,6,1,7,12 cents,19.368,19.368,39.856,1,6,6,6,6,6,7,5,6,6,3.933,28.361,29.722,9,6,6,2,6,6,7,2,6,2.258,23.023,27.663,8,2,1
Default Response Set,Anonymous,,,0,5/24/13 1:52,5/24/13 2:06,1,1,1,,,,,,,,,1,18,2,"I am a Pre-Vet/Biology student at the biggest christian university in the states. I plant to be a Vet. I am engaged to a soldier in the U.S. Army. I am a conservative, and republican. ",1.357,2.448,119.245,2,1,"I met my fiance when we were in high school. We had mutual friends and were out one night. I did not like him when I first met him because I was judging a book by its cover. He seemed cocky, and rude. But as I talked and got to know him more and more and I realized that is not who he was at all, it was more of a front he put on to make sure people didn't hurt him by not letting anyone get close to him. I learned in that situation that if you always judge a book by its cover then you may not get to know some of the best people you will ever meet. ",22.697,22.697,225.016,1,,,,,,,1,1,0,0,32.766,0,,,,,,,,,,,,,,,,,,,"She was a 21 year old curly haired female who mainly spoke of her boyfriend and her breaking up because he wanted to not be tied down to one person and how hurt she was by it, also how her friends have been trying to help her.","Wow, that must be hard... I have been in a similar situation to yours and I know how much it can hurt; no matter how strong you try to be. The best advice I can give you is: things will get better. They always do, keep your head up and never let him see how much he hurt you. Since he does not want to be tied down, he may do some things now that may hurt you even more so I would try my hardest to ignore him as much as possible. You seem like a great person, either he will see what he has lost or he was never the one in the first place. Good luck to you! ",12.96,12.96,173.032,1,1,1,6,1,7,1,7,0,11.339,26.39,24.971,4,6,5,7,6,7,5,6,7,7,3.898,33.391,34.426,9,6,7,6,6,7,7,5,7,16.444,40.144,41.477,9,2,1
Default Response Set,Anonymous,,,0,5/24/13 14:21,5/24/13 14:34,1,1,1,,,,,,,,,1,33,2,I am a true believer in world peace. I'm a very passionate and loving person something that made a big difference in my life recently was my marriage I just got married and i'm starting my new life with my husband.,13.4,13.4,76.826,1,1,I just met a guy in a book store. He was Indian. he was very friendly and talked to me about some intersting books that were coming out. He asked me to join a book club about Indian people and relationships I agree. I met with the guy and asked him about his background where he came from and what type of believe he had about Americans. I felt very intersting and important at the same time I wasn't scared to talk about race.,1.24,39.078,158.937,2,,,,,,,1,1,0,0,14.661,0,,,,,,,,,,,,,,,,,,,to find out about the person's character,If you guys are meant to be together somehow you will get back together. Don't worry about it sometimes when you get to be with someone for that long the relationship gets boring he just want to give himself the opportunity to finds someone else. If you really love him and are willing to take this type of situation you can sit and wait for him to grow up I'm not trying to be tough with you just trying to be real. You have another choice if you are ready to move on and find someone mature enough to appreciate you and love you for who you are get ready for it. There is always someone else. Take care much love I hope you find a solution that makes you feel good.,1.723,57.41,218.68,3,1,1,6,1,7,1,7,25 cents,11.708,22.684,29.215,3,6,7,6,7,7,7,7,6,6,4.748,50.356,51.026,12,6,7,6,6,6,7,5,5,3.738,55.322,56.871,10,2,1
Default Response Set,Anonymous,,,0,5/25/13 14:16,5/25/13 14:32,1,1,1,,,,,,,,,1,70,1,"I am a retired Manfacturing Engineer who builds Stirling hot air engines.  Recently I attempted a new design with little regard for the engineering aspect and found that it ""don't work that way"".  If you don't have time to do it right the first time --do you have the time to do it over?",28.018,344.651,350.292,6,,,,,,,1,Meeting my new SON-IN-LAW to be.  I wanted  to be strong yet wanted to be accepting to him.,23.277,23.277,108.901,1,,,,,,,,,,,,,1,1,0,0,42.046,0,,,,,,,break up with his girl friend,You'll ge over it kid.  As people get older things change --people change.  there is a whole world out there waithing for you so go get em tiger.,30.687,30.687,125.303,1,1,2,6,3,4,6,4,0,22.709,22.709,26.742,1,3,3,5,6,6,6,3,6,6,6.987,61.954,62.956,9,5,2,3,4,5,7,5,7,5.463,62.741,64.048,10,2,1
Default Response Set,Anonymous,,,1,5/26/13 2:47,5/26/13 3:02,1,1,1,,,,,,,,,1,20,2,"Generally speaking I'm a nice, down-to-earth and friendly person. I enjoy watching tv, movies, reading books, playing video games and hanging out with friends. I love animals and cats are my favorite. I'm a student at Northwestern originally majoring in Psychology and minoring in Sociology. Something recent that has happened is starting the process of transferring into SESP to be a human development and psychological services major.",3.486,125.996,130.305,2,1,"A month or so ago I met someone in a training program we were both in and I had shared some personal information with him. I then took the initiative to get to know that person better so I could know something personal about them as well and develop a friendship. I asked to hang out sometime, which we did, and we discussed at length things like hobbies, desires, religion/spiritual beliefs, and relationship histories. We found that we had so much in common we were basically the same person. This experience helped me to master social situations because it showed me how easy it is to build a friendship quickly if you have enough confidence and gumption to do so.",11.178,173.185,175.71,2,,,,,,,1,1,0,0,41.032,0,,,,,,,,,,,,,,,,,,,That she is a 21 year old white girl who got dumped by her boyfriend of approximately 4 years and she's pretty upset about it.,"I understand exactly where you're coming from. Though my relationship was only 2 years instead of around 4, I also was really heartbroken when my first boyfriend from high school wanted to break up with me in order to see other girls and not be ""tied down"". For you this happened two days ago, for me that happened 3 years ago. I've been in 3 serious and 3 non-committed/serious relationships since, but it took me 8 months to get over the break up and move on. I don't know how long it will take for you to get over him, but do know that in time you will, and that you're friends are absolutely right. Plus, there's always the possibility of you ex seeing other girls and realizing he made a mistake because you're the best.",8.737,136.879,195.755,3,1,1,7,1,7,1,6,0,7.875,7.875,9.806,1,6,7,5,6,4,5,5,6,5,6.54,42.172,42.889,10,7,7,6,7,6,7,7,6,3.18,31.433,32.319,8,2,1
Default Response Set,Anonymous,,,0,5/26/13 11:45,5/26/13 11:56,1,1,1,,,,,,,,,1,40,2,"I am a security guard at a really nice small Maine office. The people I work for are very nice and mostly upper-middle class. I have a teenaged son and a wonderful husband who I have been married to for almost 20 years. I do a lot of crafts in my spare time, and I love to read. I recently took a course on gun safety and am in the process of getting my concealed carry permit. For my 40th birthday, I bought myself a handgun and have learned how to fire it. I am actually a pretty good shot! ",0.964,0.964,139.182,1,1,"I recently attended a book club with someone from work. She knew most of the women there, but I did not. These ladies were all in a higher economic bracket than I am. I was initially very intimidated by their obvious wealth, but I eventually learned that we had things in common.",1.474,2.16,80.389,2,,,,,,,,,,,,,1,1,0,0,33.209,0,,,,,,,,,,,,,"The young lady just broke up with her boyfriend, and is having a hard time with that.","I am almost twice your age. I have been through breakups before, and I can tell you that I understand what you are going through. It feels like everything in your world has changed, and not for the better. I know all of your friends and loved ones are telling you that you will get over him, it will get better, etc. and you don't feel like it will. You have to take it at your own pace. You will go through some really bad days. But it won't be forever. Just take them as they come and know that life is always in transition. This is just a low point in your path. Good luck, lovely girl. :-)",0.809,0.809,128.992,1,1,1,7,1,6,1,7,10,1.838,1.838,21.359,1,5,5,6,6,5,5,5,6,5,6.845,33.265,33.965,9,7,6,5,5,6,7,6,6,3.845,26.426,26.778,9,2,1
Default Response Set,Anonymous,,,0,5/26/13 12:30,5/26/13 12:52,1,1,1,,,,,,,,,1,51,1,"I am intellectual, interested in all sorts of areas including philosophy, religion, mystery and science fiction. I can adapt to almost anything that is presented to me. The other day while sitting at breakfast I overheard some people speaking with interest and enthusiasm about the local school district and budget approval elections. This was interesting because usually nobody besides those running for seats on the School Board is concerned enough about this to speak of it at a restaurant.",1.599,145.451,380.585,5,1,I move around quite frequently for work and am often having to integrate myself into new communities. So all places where I go are work related and not simply social. So my process is to ask general questions unless I know about something specific to that area or person. Through a little conversation I can often uncover the person's political stance and current pastoral care needs. / I have often found that simply listening while other people talk is the best way to find out about the people around me. I know that when they are actually interested in knowing about me or getting my opinion on something they will ask for it. These experiences that I have had have enabled me to more easily tell when some one needs me to be intrusive and actually ask them a leading question. ,11.199,22.231,448.914,2,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,28.991,0,The guy broke up recently after several years of going with the same person.,"Sorry to hear about this recent change of staus. I know that people tell you it will get better but I would recommend that you wait at least 2 years before going out seriously with any one else. (Mind you, if somebody does happen to come along, don't hold yourself to this timing.) This is so that you avoid the dreadful occurance of going with somebody and spending all your time talking about your ex and none of it focused on who you are with. / ",1.201,79.518,212.856,3,1,2,5,4,3,1,5,5,12.088,12.088,17.718,1,4,4,6,5,5,4,2,6,5,5.01,53.966,54.912,10,4,4,3,5,5,7,4,5,5.011,33.428,34.267,8,2,1
Default Response Set,Anonymous,,,0,5/26/13 17:29,5/26/13 17:36,1,1,1,,,,,,,,,1,20,2,I live with my life partner and our two pet birds in a small apartment. I'm an introvert and avid reader.  I'm excited because we've just recently decided to move and buy our first home in six months.,1.927,57.25,71.8,2,,,,,,,1,I met my partner's friend and smiled a lot and laughed at his jokes. It helped show I was likeable and helped us dodge strange silences.,1.09,1.09,43.933,1,1,1,0,0,18.879,0,,,,,,,,,,,,,,,,,,,To introduce herself as a woman and say that the only thing that's happened recently that may be interesting is that her boyfriend broke up with her.,"I'm sorry to hear about your boyfriend breaking up with you. Better now than later finding out you're not compatible with each other. Keep your chin up, and I wish you the best of luck in the future!",0.911,0.911,67.813,1,1,5,6,3,6,5,2,0,6.715,6.715,12.115,1,5,3,5,5,5,6,2,5,5,3.56,30.043,30.65,14,5,6,3,5,5,7,5,5,11.42,27.42,28.043,9,2,1
Default Response Set,Anonymous,,,0,5/27/13 1:35,5/27/13 1:40,1,1,1,,,,,,,,,1,22,1,"I am a music-obsessed blogger. I don't have an exciting life. I'm transgender and I like to read books and watch movies of the sci-fi genre, also horror. Recently I went to watch a friend perform in a musical theatre show and he did very well. It was exciting to see someone I like doing so well at something he loves.",0.778,39.382,67.598,8,1,I met someone through a classmate when we went to a concert together. He talked a lot about the classes he was taking at the time and by listening to his opinions I felt like I was getting to know how his mind worked and what he liked. He talked positively about his music classes and hated math. I feel the same way so we had something in common. Listening made me feel more socially adept.,1.496,1.496,63.815,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,14.081,0,To describe himself and something interesting that happened to him recently.,"I'm sorry that this happened to you, you sound like a nice guy and I think you'll find someone soon that really appreciates you. I've been where you are, so hang in there! Focus on your college life and friends, it will all just fall together.",0.704,0.704,53,1,1,1,7,1,5,1,6,10 cents.,1.114,1.114,8.947,1,5,7,5,6,3,7,6,6,2,1.72,21.219,21.577,14,6,5,6,6,6,7,7,6,2.137,12.144,12.905,10,2,1
Default Response Set,Anonymous,,,0,5/27/13 11:50,5/27/13 12:05,1,1,1,,,,,,,,,1,61,1,"I am 61, and semi retired. I work some part time, but keep fairly busy with many endeavors. My children are older now, at 26 and 30, but I have a granddaughter, age 1, that I help with sometimes. I have many hobbies, including computers, photography, reading, classic movies, sports, and animals.  I am friendly and a good listener.",3.985,3.985,129.232,1,,,,,,,1,"I met an old friend's wife for the first time a few months ago. I had known the guy from way back, but had lost touch about 30 years ago. So when I met his wife, I wanted to make a favorable impression.  Things did seem to go well, I tried not to dwell entirely on past events and keep the conversation such that she could relate, but it was hard to do all the time. /  This guy had gotten me my first real job, and I thought I owed him something. So I wanted to be friendly, and that extended to his wife.  /  ",9.02,102.272,207.124,4,,,,,,,,,,,,,,,,,,,1,1,0,0,30.112,0,"The guy said he and his girlfriend parted ways. Without saying so diretly, I am sure it is hard on him, not his choosing.","Well, I think we should admit that this is a hard event to deal with. Feelings of sadness are normal. It is a difficult thing to deal with, and it can be literally losing your best friend. So the days take a new shape now, doing things without her. /  So, my advice is this:  little by litttle, just start doing things that you are interested in. In a while your life will get back on track. Maybe she will come back, if that is what you want, but it cannot be counted on.  Do things with your friends, keep busy, make relationships that are positive, and keep your life on track. The lady may decide she misses you, and wants to get back together. But do not pressure her, just do things that are good for you (sports, schoolwork, etc.). ",4.811,290.498,293.035,4,1,2,6,1,6,1,5,10,7.8,7.8,12.423,1,6,6,5,4,5,5,5,6,5,3.977,26.622,28.097,10,6,6,5,5,5,7,6,5,3.81,44.539,46.136,8,2,1
Default Response Set,Anonymous,,,0,5/28/13 0:52,5/28/13 1:02,1,1,1,,,,,,,,,1,25,2,"I am a 25 year old woman who is traveling the world trying to reach every country. I am about to move to the Middle East to further this goal -- picking up some new countries all around the Black Sea. This  goal is risky, and hard to support financially, but luckily I have a partner who is willing to go on the crazy ride with me. ",1.133,20.041,74.209,3,,,,,,,1,"I am usually pretty nervous in new social situations. I am highly intelligent, and that can often make people from my small town uncomfortable. So to be judged favorably I usually make small talk, talk about simple topics, and play down my own accomplishments. I don't want to make anyone feel bad about themselves, so I just try to mirror their actions and be as close to them as possible. ",1.147,1.147,110.043,1,,,,,,,1,1,0,0,22.723,0,,,,,,,,,,,,,"A young woman was recently broken up with by her boyfriend, and she finds it difficult. ","It'll be ok. You will feel like crap right now, and that is totally normally. But soon you'll realize you have all this new time and freedom to change and become your own person. When you are with someone a long time as a young person you often get a little stunted in your growth. So use your new single status as a time to really grow and try new things. Soon you'll not even remember what the break up sadness feels like. ",1.071,1.071,89.005,1,1,2,5,2,6,2,6,5,6.949,6.949,36.985,1,7,7,7,6,5,6,6,7,5,5.794,35.066,36.056,10,6,6,3,6,6,7,7,5,24.495,71.004,71.694,8,2,1
Default Response Set,Anonymous,,,0,5/28/13 1:05,5/28/13 1:24,1,1,1,,,,,,,,,1,26,2,"I am a funny, outgoing, caring, and kind girl from California. I always put other people before myself and give back to society. I spend a lot of time volunteering, working, and caring for my 2 adorable yellow labradors. I recently completed my first half marathon run to benefit autism in children. On the run I met my current boyfriend, we've been inseparable ever since!",1.645,266.852,269.68,5,1,"I recently met my boyfriend while I was running the Hollywood Half Marathon (in Hollywood, California). I was halfway through the race and I stopped to rest for a little bit. All of a sudden a guy had came up to me and was cheering me on to keep going. I told him thanks and we ended up talking about our training for the race. We seemed to click immediately and before I knew it he asked for my number! We ran the rest of the race together and had a nice post-race lunch. We went out on our first official date the day after the race, the rest is history! I'm normally a shy person, but he really helped me break out of my shell and ended up being a great person to date.",1.19,13.557,279.002,2,,,,,,,1,1,3.725,24.497,39.693,9,,,,,,,,,,,,,,,,,,,The 21 year old girl is upset after breaking off her relationship with her boyfriend.,"Girl, don't worry there are plenty of fish in the sea! Clearly he didn't know what he had in front of him is already worthwhile. You deserve to be with someone that knows you're special and would do anything to prevent losing you. Break ups are tough (I've been there many times!), but they get easier with time. Just focus on yourself, do things that make you happy, and spend lots of time with friends and family. Mr. Right will come around sooner than you think!",4.253,4.253,198.219,1,1,1,7,1,7,1,7,10,5.685,5.685,17.927,1,6,5,7,7,7,6,7,7,7,10.293,67.124,68.19,10,7,7,7,6,7,7,7,7,3.913,35.476,36.978,8,2,1
Default Response Set,Anonymous,,,0,5/28/13 14:59,5/28/13 15:33,1,1,1,,,,,,,,,1,50,2,"I'm quiet, reserve, shy, hard working and  honest.  I'm a thinker who likes to come up with inventive ideals.  Very family oriented.  Like to help other's as much as possible.  Love the out doors.  Very good a listening to other's and offering advice.  Proud of my accomplishments and who I am.  I have a great sense of humor.  Love to entertain family and friends.",19.443,610.259,724.873,2,1,"It was last year during fleet week, I sat next to a war veteran.  He was a very nice and outspoken fellow.  He told me stories of his life while serving in the military and how proud he was to be an American and how far he has come in his life.  I asked him all kinds of questions about his life, serving and fighting in the war. / Of, coarse when it came to answering these question, there were times when he teared up and got emotional.  He was a widower and had children that he was very close to.  He spoke about his wife in loving ways and the memories that he and she had made through out their lives.  I had come to admire and enjoyed my talk with the elderly gentlemen.    ",15.335,608.086,611.585,3,,,,,,,,,,,,,1,1,0,0,41.338,0,,,,,,,,,,,,,To write something that had currently happen and to tell about yourself ,"Your friends are right about doing other things to make you happy.  It is very difficult to have a break up with someone that you feel so strongly about.  In a situation like this, where the other person no longer wants to be in a relationship, it's better to move on and to surround your self with people that mean the most to you to help you get threw this tough time.  Things will get better in time.  The right person will come around.",10.706,30.553,244.511,2,1,3,6,1,6,2,6,5,10.94,10.94,33.639,1,6,6,5,7,5,6,4,7,6,5.296,42.552,44.722,9,7,6,5,6,5,7,6,5,4.166,37.348,38.734,9,2,1
Default Response Set,Anonymous,,,0,5/28/13 23:11,5/28/13 23:20,1,1,1,,,,,,,,,1,19,2,I am a girl. I have a boyfriend which I'm engaged to. I love him.  I love to play video games.  / Like halo and call of duty. I am 19. I am a super sweet person. ,7.938,57.997,80.752,3,1,When I met this girl. She is awesome.  Her name is Taina. What should I say. She's the best. / She helps me through everything.  We do everything together. I love this girl. Once I met her /  we clicked. We both went through so much of the same things. ,17.332,87.385,108.158,5,,,,,,,,,,,,,1,1,0,0,33.114,0,,,,,,,,,,,,,something intertesting in that persons life.,Hello. I am sorry to hear that. I was with my ex for 2 and a half years. We slowly drifted.  / It sucks.  But I got over him.,9.189,9.189,52.726,1,1,3,7,7,7,1,7,10,14.313,14.313,18.129,1,7,6,5,4,3,2,1,2,3,3.041,30.804,31.774,12,7,6,5,4,3,7,7,6,13.495,25.302,26.357,8,2,1
Default Response Set,Anonymous,,,0,5/29/13 1:32,5/29/13 1:46,1,1,1,,,,,,,,,1,21,1,"I deliver pizza 40+ hours a week for a mom and pop pizza place.  I currently go to school full time, and I am majoring in information systems and technology.  I am also a trained volunteer firemen.  Last night after work, we got dispatched for a charter bus fire up on the highway, and the whole back half was up[ in flames.  When we were dispatched, we were updated that it was not currently known if everyone had evacuated the bus.  I was on a search team that searched through the bus after the fire was knocked down.  I'd say that's the most interesting thing that happened to me lately.  Also, thankfully, everyone did evacuate the bus.",6.067,154.233,157.015,4,1,"My sophomore year of highschool I got invited to go to prom with a friend of mine.  She went to a different school, so I unfortunately did not know many people who were there.  I also agreed to go to the beach with her and her friends for the weekend.  While I was down there, I was afraid I wasn't going to have too great of a time since I did not know anyone. /  / Well, this kid Doug was a friend of hers, and he seemed like a pretty cool dude.  After getting to know him a bit more, we ended up connecting and becoming pretty good friend that weekend.  That weekend made me realize that if you open up, and get to know people, that everything becomes much better, so it is a best to connect and ask questions.",15.104,198.514,199.788,13,,,,,,,,,,,,,,,,,,,1,1,0,0,25.961,0,,,,,,,"That this 21 year old recently broke up with his long term girlfriend, who he was attending college with.  He was not expecting the breakup, and isn't taking it too well.  His friends are telling him he'll get over it, and he realizes he will, but he hasn't yet.","Bitches be crazy!  I know what it's like to unexpectedly have a long term girlfriend break up with you.  I know it sucks, but things do get better.  There is nothing to worry about.  If I were you' I'd go out to the bars or some clubs, and start flirting with some cuties!  You'll find Miss. Right-For-You eventually!",6.885,26.236,103.683,3,1,1,7,2,6,1,5,12,10.189,10.189,18.692,1,7,6,5,5,5,6,6,5,4,6.58,49.335,50.76,9,7,6,7,7,6,7,7,6,3.433,45.123,45.856,8,2,1
Default Response Set,Anonymous,,,0,5/29/13 7:28,5/29/13 7:44,1,1,1,,,,,,,,,1,42,2,"I am a retired military officer, divorced with no children.  I joined the military when I graduated from high school and have been lucky to live and travel all over the world. I have three dogs and a cat.   /  / I recently discovered journals in the attic of the older home I live in. They were written by the father of the original owner sometime in the late 1890s.  He was a senior NCO in the Army.  I am considering taking them to the museum at the nearby Army post for evaluation.",5.7,104.947,232.529,5,,,,,,,1,"I am always meeting new people when interviewing prospective tenants for rental property I own. I always act professionally and friendly on the phone.  I am prompt when meeting people, try to smile and keep the interaction positive.  This makes the tenants more at ease and more likely to be open about their past. ",15.655,15.655,247.855,1,1,1,0,0,21.882,0,,,,,,,,,,,,,,,,,,,The young lady's boyfriend broke up with her and she hasn't gotten over it yet.,"Buck up.  There are lots of other guys out there and you will find another when you want one.  Also, you may fins focusing on yourself and your interests to be more fulfilling anyway.",8.784,8.784,105.018,1,1,1,5,3,5,2,4,10,8.981,8.981,25.667,1,5,5,6,6,6,6,3,6,6,9.233,66.406,72.8,9,6,6,3,5,6,7,6,6,5.797,34.782,39.574,8,2,1
